net,max_min,seed,nb_inequalities,nb_trips,def_nb_veh_D0,def_nb_veh_D1,def_obj_val,def_sol_time,def_col_gen_iter,def_tot_mem_use,ineq_nb_veh_D0,ineq_nb_veh_D1,ineq_obj_val,ineq_sol_time,ineq_col_gen_iter,ineq_tot_mem_use,model_acc
3b,3,56,381,795,0.0,39.9983,45653.46,293.4,182,47.237,0.0,39.9983,45566.5,150.1,132,46.624,0.875910426753016
3b,3,57,377,676,0.0,43.9976,49322.93,126.0,136,39.36,0.0,43.9976,49293.82,88.0,120,40.283,0.8956479724418319
3b,3,58,372,750,0.0,37.9982,43681.5,119.3,138,44.324,0.0,37.9982,43606.43,134.5,135,46.942,0.8428628760361557
3b,3,59,327,642,0.0,35.9983,41329.56,161.0,161,37.362,0.0,35.4983,40835.77,93.3,135,38.626,0.921351143436604
3b,3,60,329,615,0.0,39.9984,44939.71,61.5,118,35.698,0.0,38.9984,44055.24,76.7,127,37.734,0.9264691840210932
3b,3,61,318,635,0.0,34.9985,40391.77,234.0,209,37.847,0.0,34.9985,40357.76,127.1,159,38.452,0.9207927422219375
3b,3,62,369,717,0.0,35.9985,41469.76,169.8,147,42.213,0.0,35.9983,41423.13,107.9,131,41.024,0.8963375030480927
3b,3,63,392,764,0.0,41.9983,47679.51,183.7,147,45.565,0.0,41.9982,47654.44,227.0,163,51.695,0.9017912364534543
3b,3,64,355,680,0.0,39.9979,45265.04,519.5,347,44.317,0.0,39.9977,45221.87,136.8,164,40.261,0.9111391682073019
3b,3,65,367,785,0.0,43.9981,49913.21,483.1,210,47.797,0.0,43.9981,49880.16,325.3,182,48.546,0.9179827804774984
3b,3,66,351,757,0.0,41.9983,47743.43,743.6,295,46.587,0.0,40.9983,46851.36,151.5,140,43.416,0.9024176463341486
3b,3,67,356,743,0.0,37.9981,43601.38,205.5,162,43.408,0.0,35.9981,41615.39,185.5,150,44.467,0.8870749509283904
3b,3,68,368,721,0.0,43.9976,49376.72,104.1,127,40.563,0.0,43.9975,49352.65,154.6,140,41.342,0.9410980463136891
3b,3,69,379,779,0.0,35.9984,42129.71,363.5,189,56.22,0.0,35.9984,42086.63,467.1,191,47.88,0.8597073499766217
3b,3,70,373,661,0.0,41.9979,47359.15,293.3,200,38.838,0.0,41.9978,47281.1,95.0,132,40.836,0.9296939210769983
3b,3,71,365,649,0.0,43.9974,49692.73,190.2,171,38.611,0.0,43.9973,49644.6,74.1,124,37.469,0.9169195156117322
3b,3,72,379,722,0.0,43.9977,49690.85,185.6,152,46.867,0.0,43.9977,49656.84,118.2,135,41.676,0.9224300627235152
3b,3,73,321,653,0.0,36.9981,42345.4,84.0,143,41.631,0.0,36.9981,42278.39,108.1,133,40.223,0.9180072167269892
3b,3,74,330,636,0.0,42.998,48577.35,182.8,171,38.059,0.0,42.998,48555.32,78.1,123,37.824,0.9168511510115812
3b,3,75,361,709,0.0,45.998,51501.13,143.5,133,44.15,0.0,45.998,51456.18,128.9,136,42.009,0.9387990549820281
3b,3,76,373,720,0.0,41.998,47575.07,358.7,193,42.394,0.0,41.998,47514.04,199.8,170,44.718,0.9008830996798763
3b,3,77,359,737,0.0,39.998,46187.12,158.3,138,45.792,0.0,39.998,46109.12,144.8,135,50.363,0.9029625805235342
3b,3,78,376,785,0.0,39.9984,45981.6,392.5,203,45.512,0.0,39.9984,45951.57,145.9,129,45.897,0.8971891755953554
3b,3,79,361,718,0.0,43.9978,49647.06,152.8,140,44.423,0.0,43.9978,49569.99,144.5,139,43.764,0.8846421281152953
3b,3,80,343,673,0.0,41.9978,46985.11,87.5,134,40.48,0.0,41.9977,46940.99,109.7,138,40.488,0.9043355828013294
3b,3,81,396,783,0.0,43.9979,49798.94,3707.3,580,47.601,0.0,43.9978,49761.88,153.7,135,46.178,0.896674978908309
3b,3,82,353,631,0.0,41.9979,47191.21,54.1,103,35.554,0.0,40.9981,46231.38,106.8,138,38.067,0.9067048568158433
3b,3,83,364,687,0.0,39.9984,45667.65,180.3,159,42.16,0.0,39.9984,45579.61,99.9,125,39.595,0.8967337310540251
3b,3,84,392,792,0.0,39.998,45945.22,622.7,249,47.752,0.0,39.9979,45852.11,392.3,196,53.481,0.8633066978592606
3b,3,85,417,673,0.0,43.9977,49845.03,106.8,132,40.685,0.0,43.9977,49799.91,92.3,117,40.17,0.9004957810695354
3b,3,86,377,684,0.0,47.9978,53674.95,242.6,179,40.337,0.0,46.9978,52768.91,94.9,129,39.133,0.9371518970475298
3b,3,87,351,662,0.0,45.998,51497.21,102.0,126,37.786,0.0,45.998,51471.21,97.5,135,39.277,0.9449642429079765
3b,3,88,344,740,0.0,35.9984,41589.78,130.3,157,45.663,0.0,35.9984,41516.71,140.0,148,43.695,0.871948621889216
3b,3,89,393,649,0.0,45.9974,51478.52,126.6,130,37.885,0.0,45.9973,51445.45,111.2,138,38.679,0.9344386304329488
3b,3,90,373,687,0.0,43.9979,49195.1,202.9,167,41.441,0.0,43.9977,49187.88,112.8,128,41.714,0.9399920367190305
3b,3,91,364,660,0.0,45.9979,51671.19,84.3,111,38.702,0.0,45.9979,51625.15,80.9,123,38.899,0.9354684550714036
3b,3,92,373,735,0.0,47.9976,53880.75,99.8,117,40.639,0.0,47.9974,53828.63,207.1,181,43.779,0.932692533514955
3b,3,93,380,647,0.0,45.9971,51412.34,98.3,132,37.105,0.0,43.9974,49459.13,89.8,127,37.9,0.8986985242291953
3b,3,94,389,884,0.0,41.9978,47994.9,786.1,224,57.173,0.0,41.9978,47955.77,258.7,151,56.386,0.9041291363525346
3b,3,95,366,687,0.0,46.9979,52947.2,85.4,121,39.285,0.0,46.9979,52880.62,91.7,122,40.132,0.9156192238843672
3b,3,96,347,635,0.0,41.998,46891.38,67.6,123,41.404,0.0,41.998,46872.37,115.5,158,38.513,0.9283308833734107
3b,3,97,362,737,0.0,41.998,48021.26,151.6,139,45.164,0.0,41.998,48005.2,137.7,140,42.674,0.8783144110946055
3b,3,98,368,662,0.0,41.9982,47353.58,412.6,243,38.702,0.0,41.9982,47235.5,96.6,141,39.534,0.8964211975223675
3b,3,99,404,741,0.0,41.9978,47715.06,562.2,253,44.695,0.0,41.9978,47706.95,204.5,156,46.662,0.8979378681257038
3b,3,100,377,759,0.0,41.9981,47497.39,139.6,136,43.968,0.0,41.9981,47495.83,155.1,140,44.361,0.9167888229525764
3b,3,101,322,662,0.0,37.998,43639.3,235.2,179,38.785,0.0,36.9985,42753.09,121.5,140,42.206,0.8984101629903467
3b,3,102,406,707,0.0,45.9978,51510.93,179.1,140,42.501,0.0,45.9978,51482.92,115.5,134,41.706,0.9396992728468594
3b,3,103,356,705,0.0,41.9981,47173.27,340.8,221,43.462,0.0,41.9981,47139.22,447.6,263,44.491,0.9089161018450322
3b,3,104,343,595,0.0,35.9983,41359.71,72.6,129,34.321,0.0,35.9981,41228.53,80.2,134,36.856,0.8464485064297921
3b,3,105,346,653,0.0,39.9978,45253.2,87.2,128,39.754,0.0,39.9977,45181.07,109.7,139,38.422,0.9122306424324192
3b,3,106,428,772,0.0,41.998,47573.1,207.3,166,47.056,0.0,40.9981,46637.12,158.3,134,49.818,0.8840987963766741
3b,3,107,378,700,0.0,47.9979,53815.09,226.6,168,40.268,0.0,45.998,52180.1,90.2,116,40.155,0.9506794973331745
3b,3,108,373,626,0.0,45.998,51439.33,89.8,128,36.727,0.0,45.998,51370.25,74.6,129,37.045,0.9357612172178299
3b,3,109,365,742,0.0,37.9982,43955.35,180.8,148,46.413,0.0,37.9982,43921.26,293.2,164,44.203,0.8965734693491463
3b,3,110,360,691,0.0,43.9981,49341.25,219.9,175,41.426,0.0,39.9982,45663.87,139.6,143,44.045,0.9215935548606443
3b,3,111,378,751,0.0,41.9979,48063.06,353.9,191,48.683,0.0,40.998,47181.09,139.0,136,47.972,0.9106450486650047
3b,3,112,391,702,0.0,47.9978,53834.97,153.6,138,41.222,0.0,47.9978,53805.92,181.7,166,39.723,0.9449469826645376
3b,3,113,390,650,0.0,45.9977,51506.94,66.2,111,36.538,0.0,45.9977,51483.91,87.5,137,38.233,0.9278506435288764
3b,3,114,374,679,0.0,43.9978,49376.94,79.6,112,41.623,0.0,42.9979,48407.07,99.7,127,39.3,0.9101103511624732
3b,3,115,374,785,0.0,37.9984,43699.62,748.4,274,48.395,0.0,37.9984,43683.58,346.6,190,50.582,0.9213849611955712
3b,3,116,369,695,0.0,46.9981,52747.32,304.7,194,39.701,0.0,46.9981,52740.57,156.4,166,41.857,0.9316183375544236
3b,3,117,382,747,0.0,35.9984,41467.61,311.7,204,55.797,0.0,34.9981,40591.89,247.9,162,45.837,0.8833475284039228
3b,3,118,386,683,0.0,42.9982,48737.45,118.2,123,44.037,0.0,42.9982,48683.36,128.4,137,42.977,0.8942614174778788
3b,3,119,358,662,0.0,39.9978,44891.04,148.5,172,40.208,0.0,39.9978,44836.02,150.4,177,38.921,0.9244885758785063
3b,3,120,355,779,0.0,37.9985,43447.61,171.8,146,48.811,0.0,37.9983,43439.4,182.4,158,47.176,0.8968857878893245
3b,3,121,353,669,0.0,35.9984,41793.62,81.9,128,38.134,0.0,35.9984,41605.62,92.6,129,39.042,0.8843901972887327
3b,3,122,318,675,0.0,37.9978,43543.01,187.6,183,37.551,0.0,37.9978,43469.49,304.9,243,42.554,0.8997251583996059
3b,3,123,356,729,0.0,39.9982,45449.5,234.5,158,41.819,0.0,39.9982,45433.47,140.1,138,48.676,0.8988031785501919
3b,3,124,339,630,0.0,41.9981,46973.45,62.8,111,41.472,0.0,41.9981,46952.43,82.8,133,37.938,0.9456263873066579
3b,3,125,363,671,0.0,35.9982,41357.43,214.0,173,38.346,0.0,34.9982,40379.39,117.6,138,40.223,0.8967222621015227
3b,3,126,337,665,0.0,39.9979,45505.19,84.1,134,43.129,0.0,39.4979,45074.15,108.3,138,38.891,0.8839442248931609
3b,3,127,397,646,0.0,47.9974,53460.5,77.7,114,36.735,0.0,47.9974,53371.5,104.8,139,37.718,0.9367772332067962
3b,3,128,380,686,0.0,41.9981,47503.25,112.5,127,45.059,0.0,41.998,47406.17,116.5,136,42.985,0.9158738909843371
3b,3,129,355,676,0.0,42.9977,48514.95,296.8,199,40.579,0.0,42.9977,48470.94,87.5,129,40.427,0.9286207569547659
3b,3,130,434,816,0.0,43.9975,49826.73,352.5,178,53.874,0.0,43.9975,49751.32,179.8,131,53.949,0.8596060634126763
3b,3,131,345,659,0.0,39.9982,45501.5,109.5,130,42.539,0.0,39.9982,45426.49,108.3,139,39.285,0.8757451679419324
3b,3,132,362,708,0.0,37.9982,44033.39,149.3,150,43.242,0.0,37.9982,43900.34,229.1,154,44.672,0.8871075700902111
3b,3,133,395,812,0.0,41.998,47887.31,353.5,178,50.975,0.0,41.9979,47860.07,289.8,167,52.065,0.8951208883094061
3b,3,134,351,681,0.0,45.9978,51160.96,76.6,113,42.705,0.0,45.9978,51075.99,118.3,138,38.694,0.93457066512602
3b,3,135,365,703,0.0,43.9981,49245.37,151.5,161,40.518,0.0,43.9981,49185.33,194.0,173,43.114,0.9164000197197448
3b,3,136,340,647,0.0,39.9978,45279.22,104.0,133,38.134,0.0,39.9978,45176.18,93.3,141,37.824,0.9034979086018663
3b,3,137,349,732,0.0,37.9983,43341.48,154.8,158,47.026,0.0,36.4982,42031.88,131.2,138,44.46,0.9142365169794217
3b,3,138,396,737,0.0,43.9977,49726.87,517.0,243,46.405,0.0,43.9976,49696.73,164.9,134,45.936,0.8788642001372249
3b,3,139,371,722,0.0,47.9974,53450.57,102.3,122,39.784,0.0,47.9974,53440.56,119.2,136,42.334,0.956483665422798
3b,3,140,384,751,0.0,37.9982,43849.33,148.9,142,43.121,0.0,36.9983,42867.4,232.2,165,46.155,0.8793796938999003
3b,3,141,325,678,0.0,36.9982,42683.44,483.8,295,40.359,0.0,36.9982,42621.4,345.2,210,41.918,0.8803884174701637
3b,3,142,362,686,0.0,46.9979,52719.15,80.3,107,39.913,0.0,46.9977,52650.19,86.6,113,38.641,0.9132141998557577
3b,3,143,398,798,0.0,41.998,48397.05,167.4,126,49.22,0.0,41.998,48339.05,371.3,166,52.572,0.902128200703042
3b,3,144,356,726,0.0,37.9981,43807.23,201.9,173,46.36,0.0,37.9981,43772.23,180.8,156,44.089,0.915612500907026
3b,3,145,352,685,0.0,43.9979,49219.12,603.9,311,40.291,0.0,40.9981,46501.24,337.9,199,40.79,0.9279157934279726
3b,3,146,348,639,0.0,35.9985,41175.82,318.0,213,36.432,0.0,35.9985,41046.77,81.4,122,43.667,0.8938428935454626
3b,3,147,367,678,0.0,42.9979,48417.04,82.9,127,48.933,0.0,41.9978,47540.0,126.4,146,40.215,0.926697359316335
3b,3,148,394,689,0.0,43.9981,49817.35,245.3,191,42.153,0.0,43.998,49790.23,92.0,125,39.428,0.9040850479779434
3b,3,149,337,657,0.0,37.9983,43629.6,144.1,157,37.196,0.0,37.9983,43491.61,126.4,138,41.002,0.9054148793007583
3b,3,150,384,724,0.0,39.9977,45592.96,188.5,146,42.621,0.0,39.9977,45568.89,242.2,187,50.946,0.9282533203429977
3b,3,151,354,690,0.0,41.9982,47153.45,283.3,198,40.064,0.0,41.9981,47113.31,184.4,163,41.736,0.9255227250417198
3b,3,152,336,620,0.0,43.9979,49479.19,115.9,142,36.137,0.0,42.998,48572.21,66.9,106,36.78,0.9226692918333578
3b,3,153,393,812,0.0,35.9985,41563.78,815.7,322,63.772,0.0,35.9985,41518.69,182.6,154,48.947,0.8750744107898287
3b,3,154,386,775,0.0,41.9981,48043.24,362.3,181,45.459,0.0,41.9981,47985.22,267.8,175,47.797,0.9136163563411158
3b,3,155,374,719,0.0,44.9975,50464.74,211.7,171,41.713,0.0,44.9973,50376.02,140.3,146,42.833,0.9149510028288638
3b,3,156,335,612,0.0,39.9982,45333.43,187.1,181,35.698,0.0,39.9982,45311.42,178.8,194,36.228,0.9385957025982199
3b,3,157,364,674,0.0,39.998,45841.32,226.0,170,40.692,0.0,39.2479,45201.16,99.0,121,41.91,0.9116160647867666
3b,3,158,345,731,0.0,35.9984,41739.59,144.8,157,46.178,0.0,35.9982,41709.45,168.1,155,44.157,0.8948546555438338
3b,3,159,318,639,0.0,37.9982,43519.46,67.4,113,39.398,0.0,37.9982,43443.09,95.7,124,36.152,0.9066632444995794
3b,3,160,351,670,0.0,44.9978,50505.12,101.4,133,42.403,0.0,44.9978,50479.57,90.2,126,40.057,0.9350360275322636
3b,3,161,306,679,0.0,35.9982,41553.47,643.2,329,41.04,0.0,35.9982,41550.92,392.9,224,42.077,0.9136387532285468
3b,3,162,386,656,0.0,43.9975,49128.8,149.5,156,42.365,0.0,43.9975,49057.75,84.7,133,38.967,0.9412988461373483
3b,3,163,366,652,0.0,46.9974,52642.81,150.0,164,37.839,0.0,46.9972,52601.59,107.2,146,41.563,0.9128845674261703
3b,3,164,361,644,0.0,45.9976,51064.91,106.7,141,39.194,0.0,44.9979,50007.18,146.6,182,39.413,0.9360496102684817
3b,3,165,339,628,0.0,35.9984,41865.64,174.1,169,36.689,0.0,33.9984,40047.61,93.3,134,38.15,0.9095030345107569
3b,3,166,379,667,0.0,45.9976,51706.76,84.5,123,37.098,0.0,45.9976,51653.78,128.6,151,38.763,0.9471076942954971
3b,3,167,346,757,0.0,37.9982,43529.42,125.6,135,43.862,0.0,36.9981,42622.34,133.6,129,47.109,0.8793336123559375
3b,3,168,346,666,0.0,36.9984,42663.75,205.9,168,39.239,0.0,35.9984,41643.67,461.8,258,41.661,0.8402408664047564
3b,3,169,370,681,0.0,43.9977,49340.93,92.9,124,36.719,0.0,43.9976,49324.86,157.8,158,40.382,0.9366503749727922
3b,3,170,369,647,0.0,45.9975,51566.69,63.8,105,41.351,0.0,45.9975,51502.66,104.5,143,38.414,0.9433794379832228
3b,3,171,365,737,0.0,41.998,47879.12,116.6,136,48.91,0.0,40.998,46969.12,121.1,128,45.686,0.8999539701293715
3b,3,172,383,757,0.0,35.9984,42205.57,215.3,154,46.163,0.0,35.9984,42194.49,132.2,132,44.46,0.9026917008263388
3b,3,173,355,703,0.0,43.9982,49247.45,372.0,220,41.524,0.0,43.9982,49187.44,260.8,197,43.643,0.9321115437992286
3b,3,174,371,728,0.0,39.9978,45860.98,140.5,135,41.312,0.0,39.9978,45855.97,141.5,133,45.21,0.9255872058585968
3b,4,0,285,542,0.0,31.9985,37227.86,219.3,252,32.671,0.0,31.9984,37192.74,71.9,148,33.882,0.915195115754836
3b,4,1,309,483,0.0,31.9982,36589.68,37.6,113,30.856,0.0,31.9982,36466.66,44.3,126,30.659,0.9235205114330949
3b,4,2,286,544,0.0,27.9988,33168.15,53.3,125,31.483,0.0,27.9988,33154.15,56.1,123,33.784,0.9243523274510511
3b,4,3,323,520,0.0,32.9986,38010.01,96.7,154,30.908,0.0,30.4986,35729.04,68.4,140,31.392,0.8893397825955985
3b,4,4,322,529,0.0,33.9984,38893.85,48.9,120,31.529,0.0,32.9984,37884.88,67.5,146,33.67,0.9159404884038087
3b,4,5,299,527,0.0,30.9986,36240.12,67.7,156,31.12,0.0,30.9986,36188.05,65.5,141,33.534,0.9089683018009095
3b,4,6,289,536,0.0,29.9985,35073.97,63.6,134,35.872,0.0,29.9984,35023.91,49.1,114,31.377,0.9085747388055102
3b,4,7,273,525,0.0,29.9988,34936.24,58.5,135,31.279,0.0,29.4987,34530.65,47.4,105,31.763,0.8985159910675484
3b,4,8,313,515,0.0,32.9986,38090.0,54.8,137,29.122,0.0,32.9986,38060.96,50.4,119,30.28,0.907030240597828
3b,4,9,340,521,0.0,31.9987,36594.13,54.2,130,32.626,0.0,31.9987,36526.12,51.6,118,34.328,0.9269630805197908
3b,4,10,290,535,0.0,29.9984,35147.86,60.1,138,32.452,0.0,29.9984,35091.82,54.0,119,32.346,0.9039906700942025
3b,4,11,316,518,0.0,31.9985,36729.86,90.3,177,29.72,0.0,31.9983,36719.71,61.6,146,32.339,0.9317347996967347
3b,4,12,301,531,0.0,31.9985,37201.92,78.1,151,30.008,0.0,31.9985,37195.87,94.8,159,33.822,0.9276913166392444
3b,4,13,283,505,0.0,31.9984,37021.82,52.6,130,31.733,0.0,31.9984,36952.82,45.1,111,30.106,0.9206594113055058
3b,4,14,332,540,0.0,33.9983,39337.7,41.9,104,33.163,0.0,33.9983,39290.71,66.2,142,32.558,0.9269121880145464
3b,4,15,303,465,0.0,29.9984,34851.88,68.7,152,26.913,0.0,29.9983,34732.25,48.6,135,29.667,0.8834484011627907
3b,4,16,303,540,0.0,33.9985,38809.87,134.8,181,36.009,0.0,32.9984,37808.83,86.8,169,32.649,0.8870362079466299
3b,4,17,300,567,0.0,33.9981,38379.54,129.8,193,39.035,0.0,33.9981,38360.55,70.3,138,34.465,0.9214589451168193
3b,4,18,304,482,0.0,29.9983,34619.8,37.5,118,31.491,0.0,26.9984,31864.92,51.7,132,29.735,0.9122543790562971
3b,4,19,289,513,0.0,29.9986,35177.87,52.3,121,31.884,0.0,29.9986,35141.87,50.4,123,30.954,0.9089901505463194
3b,4,20,283,502,0.0,30.9985,36006.07,59.3,152,29.516,0.0,30.9985,35984.0,60.8,151,29.637,0.8906344947507175
3b,4,21,293,505,0.0,30.9984,35989.88,48.1,132,30.56,0.0,28.9985,34337.94,53.0,124,34.465,0.9314973101395451
3b,4,22,280,531,0.0,29.9987,34942.17,61.4,135,30.386,0.0,29.4986,34334.04,57.0,129,32.717,0.8730880771339257
3b,4,23,268,535,0.0,29.9984,34941.88,52.2,125,32.437,0.0,29.4984,34472.35,52.1,118,32.649,0.903139762430044
3b,4,24,286,495,0.0,30.9985,36057.95,56.8,136,31.31,0.0,29.9985,35118.27,47.3,120,34.594,0.8705791035110025
3b,4,25,292,543,0.0,27.9986,32910.1,71.7,153,34.586,0.0,27.9986,32885.55,57.0,124,31.952,0.9056033425390319
3b,4,26,286,529,0.0,28.9986,34110.02,121.6,202,31.423,0.0,28.9986,34092.93,61.4,134,32.111,0.9152036172671113
3b,4,27,277,484,0.0,30.9982,35789.71,75.5,169,27.541,0.0,30.9982,35784.7,67.1,155,30.084,0.9307825600615222
3b,4,28,316,480,0.0,31.9983,36961.79,45.5,131,26.882,0.0,31.9983,36818.8,51.8,138,28.858,0.9017948872907475
3b,4,29,293,545,0.0,31.9985,36657.92,55.7,128,32.088,0.0,31.9985,36572.97,54.2,121,32.558,0.9270934893294335
3b,4,30,261,503,0.0,29.9985,35050.01,63.4,156,29.031,0.0,29.9985,35020.0,71.3,155,31.794,0.9072499195282724
3b,4,31,296,513,0.0,30.9986,36218.05,81.4,146,29.864,0.0,30.4986,35707.54,52.5,119,31.203,0.8886543442792371
3b,4,32,291,530,0.0,27.9986,32984.11,144.3,208,32.997,0.0,27.9985,32903.04,62.4,133,34.102,0.8643271345730854
3b,4,33,283,557,0.0,29.9986,35325.9,177.7,199,36.902,0.0,29.9986,35307.88,103.1,167,35.244,0.9121066179523375
3b,4,34,270,484,0.0,29.9983,34463.88,80.4,191,31.045,0.0,29.9981,34412.66,56.6,146,29.993,0.9226468177264125
3b,4,35,282,574,0.0,33.9985,38819.89,149.3,194,35.63,0.0,33.9985,38767.84,123.6,182,33.851,0.8712845623142503
3b,4,36,309,640,0.0,33.9983,39193.68,115.7,143,38.445,0.0,33.9983,39142.61,185.1,176,38.732,0.90127728430765
3b,4,37,323,569,0.0,30.9985,35801.91,87.5,148,35.486,0.0,30.9984,35690.82,77.5,145,35.887,0.9127250656024889
3b,4,38,300,566,0.0,35.9982,41009.54,61.4,129,34.344,0.0,35.9982,40987.51,68.0,126,34.329,0.9308735266336128
3b,4,39,318,534,0.0,32.9984,38099.76,59.2,125,32.149,0.0,32.9984,38052.77,61.1,124,32.997,0.9213748050640372
3b,4,40,325,525,0.0,32.9986,38030.07,52.8,125,37.371,0.0,30.7486,36166.77,67.6,133,31.355,0.9088594960915222
3b,4,41,287,554,0.0,30.9984,36009.86,64.0,136,33.178,0.0,30.9984,35978.82,65.5,133,32.845,0.9034082590369337
3b,4,42,281,533,0.0,29.9986,34989.99,63.4,138,32.414,0.0,28.9986,33989.02,56.6,124,31.96,0.9124225398661489
3b,4,43,313,529,0.0,29.9986,35186.05,96.7,182,32.982,0.0,29.9985,35145.92,52.0,119,31.385,0.9022623827525796
3b,4,44,320,481,0.0,33.9982,38657.71,37.6,117,26.996,0.0,32.9981,37776.58,40.6,114,30.19,0.9378319791338129
3b,4,45,307,529,0.0,33.9984,38673.87,68.0,146,32.876,0.0,32.9984,37703.9,54.6,123,31.877,0.9107874959064473
3b,4,46,290,540,0.0,33.9984,38903.8,88.9,156,31.135,0.0,33.9983,38884.7,55.5,119,32.134,0.9047628742563735
3b,4,47,286,555,0.0,31.9985,37055.96,66.3,141,31.945,0.0,31.9985,36983.4,63.0,129,32.618,0.8978214789937949
3b,4,48,309,568,0.0,31.9984,36985.82,121.5,162,35.342,0.0,31.9983,36952.76,77.4,144,33.829,0.9294341351327768
3b,4,49,319,556,0.0,32.9985,37935.94,106.3,169,31.937,0.0,32.9985,37841.87,87.4,165,33.98,0.87637225408343
3b,4,50,312,553,0.0,34.9983,40229.7,65.9,133,32.558,0.0,34.9982,40222.62,68.6,133,33.238,0.8845683410747559
3b,4,51,330,544,0.0,32.9985,37831.92,109.7,174,34.533,0.0,31.9985,36983.9,65.1,137,34.018,0.9292502557148847
3b,4,52,284,489,0.0,29.9982,34771.71,89.4,180,28.237,0.0,28.9982,33988.68,65.7,148,30.939,0.8948346956203489
3b,4,53,299,576,0.0,31.9986,37035.99,194.9,231,36.447,0.0,31.9985,36926.97,80.7,147,33.397,0.8974937487425632
3b,4,54,316,504,0.0,31.9985,37135.91,64.1,139,31.537,0.0,31.9985,37109.86,70.7,153,31.824,0.9221968067863779
3b,4,55,283,544,0.0,29.9987,35056.12,56.0,125,33.277,0.0,29.9987,35035.08,87.1,147,34.268,0.9139233813531568
3b,4,56,299,574,0.0,31.9986,36614.08,84.9,156,35.168,0.0,31.9986,36603.03,101.2,168,35.259,0.9130562839998154
3b,4,57,302,515,0.0,31.9985,36997.94,62.9,132,30.749,0.0,31.9985,36961.92,63.7,140,33.103,0.9144640944135157
3b,4,58,287,543,0.0,29.9986,34708.07,96.3,166,32.58,0.0,29.9985,34653.98,64.1,131,34.041,0.8964329007770115
3b,4,59,299,493,0.0,29.9985,34613.95,84.4,185,28.903,0.0,29.9985,34601.94,57.4,141,34.685,0.9193982763927362
3b,4,60,291,470,0.0,30.9984,35635.93,37.4,125,27.458,0.0,30.9984,35619.92,53.2,146,28.131,0.9221055834474364
3b,4,61,295,489,0.0,29.9983,34739.71,50.9,130,28.207,0.0,29.9983,34557.76,40.2,112,29.281,0.930016092190152
3b,4,62,271,517,0.0,27.9987,32650.18,57.7,136,34.752,0.0,27.9987,32635.17,57.6,136,31.718,0.9126382860172728
3b,4,63,315,551,0.0,32.9985,37936.0,61.0,122,34.73,0.0,32.9985,37910.98,61.6,125,34.768,0.913488897195121
3b,4,64,294,529,0.0,29.9986,34892.05,77.4,154,31.15,0.0,29.9986,34750.01,85.8,157,31.771,0.9120724870348734
3b,4,65,312,563,0.0,33.9984,39079.77,62.7,127,35.638,0.0,32.9984,38303.78,75.7,142,35.108,0.9330144077559509
3b,4,66,303,540,0.0,31.9986,37050.04,64.1,132,31.339,0.0,31.9985,37042.96,60.9,129,35.509,0.9148426317567024
3b,4,67,295,537,0.0,29.9985,34891.93,109.4,162,30.409,0.0,29.9985,34799.89,69.7,140,32.981,0.9014110634298363
3b,4,68,303,556,0.0,30.9986,36373.98,120.1,172,35.736,0.0,30.9986,36320.99,66.9,135,33.413,0.9021173834379282
3b,4,69,284,560,0.0,27.9988,33368.23,81.6,146,35.017,0.0,27.9987,33323.16,60.2,118,34.215,0.9003314547094349
3b,4,70,300,507,0.0,31.9984,36957.87,68.1,142,32.119,0.0,31.9984,36901.77,72.0,130,30.431,0.9298774036405221
3b,4,71,306,493,0.0,33.9982,39131.59,49.7,136,30.507,0.0,33.9982,39087.58,44.1,110,29.266,0.9101889796969768
3b,4,72,315,562,0.0,32.9984,38255.72,127.6,179,34.389,0.0,30.4984,36108.74,91.1,151,34.419,0.9254510553793213
3b,4,73,298,503,0.0,29.9985,35065.91,63.4,141,30.348,0.0,29.9985,35033.89,51.2,124,32.46,0.926767221243195
3b,4,74,299,490,0.0,31.9984,36591.91,53.1,140,31.03,0.0,31.9984,36560.87,46.6,123,33.171,0.9091821423229648
3b,4,75,310,556,0.0,31.9985,37207.85,64.5,131,35.244,0.0,31.9985,37178.84,63.8,126,35.342,0.9112506576990826
3b,4,76,305,519,0.0,32.9984,37401.93,64.1,149,32.338,0.0,32.9984,37339.94,58.7,139,31.884,0.9208579590443985
3b,4,77,294,536,0.0,30.9984,36019.87,52.5,121,34.147,0.0,30.9984,35968.91,96.0,147,33.14,0.9096983785382202
3b,4,78,290,567,0.0,31.9985,37111.88,163.5,181,34.835,0.0,30.9985,36080.82,91.3,155,34.722,0.9068230847272634
3b,4,79,306,522,0.0,35.9983,40701.82,76.9,141,30.045,0.0,31.4986,37019.04,62.4,135,31.619,0.8891056673513055
3b,4,80,290,516,0.0,31.9983,36899.78,80.4,155,30.825,0.0,31.9982,36876.16,53.3,129,30.908,0.9380796882111468
3b,4,81,315,568,0.0,35.9981,41095.54,90.2,158,33.11,0.0,35.9981,40979.48,67.5,133,38.385,0.9350564423623245
3b,4,82,287,478,0.0,31.9985,36542.03,32.5,108,28.389,0.0,30.9986,35680.82,43.8,122,30.477,0.9252744224498232
3b,4,83,286,496,0.0,30.9986,35588.08,47.4,129,30.416,0.0,30.9986,35508.31,44.7,113,31.809,0.9126268984670807
3b,4,84,293,573,0.0,31.9985,37419.94,65.4,128,39.126,0.0,31.9985,37385.88,163.7,209,36.818,0.8919152491105766
